ARG_Name,MGE_Name,MGE_Group_Name,Patient_ID,Label
CMY,gene:plasmid:91536,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91561,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91567,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91568,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91572,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91574,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91603,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91609,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91615,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91637,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91641,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91642,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91649,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91660,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91666,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91674,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91675,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91682,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91689,plasmid,53,PreFMT & PostFMT Only
CMY,gene:plasmid:91695,plasmid,53,PreFMT & PostFMT Only
ZNTR,gene:plasmid:151260,plasmid,53,PreFMT & PostFMT Only
LNUC,gene:proph:175690,prophage,54,PreFMT & PostFMT Only
LNUC,gene:proph:181669,prophage,54,PreFMT & PostFMT Only
LNUC,gene:proph:181670,prophage,54,PreFMT & PostFMT Only
MNTH,gene:plasmid:134726,plasmid,55,PreFMT & PostFMT Only
CATA,gene:plasmid:133251,plasmid,56,PreFMT & PostFMT Only
CATA,gene:plasmid:87041,plasmid,56,PreFMT & PostFMT Only
LSA,ICEberg|101|Tn5385|GenBank|...,ICE,56,PreFMT & PostFMT Only
AAC3,gene:plasmid:118521,likely IS/TE,57,PreFMT & PostFMT Only
AAC3,gene:plasmid:148233,plasmid,57,PreFMT & PostFMT Only
AAC6-PRIME,gene:plasmid:97769,plasmid,57,PreFMT & PostFMT Only
EFMA,gene:plasmid:136837,plasmid,57,PreFMT & PostFMT Only
FECD,gene:plasmid:156052,plasmid,57,PreFMT & PostFMT Only
MPHA,gene:plasmid:158838,plasmid,57,PreFMT & PostFMT Only
ZNTR,gene:plasmid:151260,plasmid,57,PreFMT & PostFMT Only
AAC3,gene:plasmid:118521,likely IS/TE,58,PreFMT & PostFMT Only
AAC3,gene:plasmid:148233,plasmid,58,PreFMT & PostFMT Only
ARSRM,gene:plasmid:88468,plasmid,58,PreFMT & PostFMT Only
FECD,gene:plasmid:156052,plasmid,58,PreFMT & PostFMT Only
MVRC,gene:proph:163835,prophage,58,PreFMT & PostFMT Only
MVRC,gene:proph:163861,prophage,58,PreFMT & PostFMT Only
MVRC,gene:proph:176056,prophage,58,PreFMT & PostFMT Only
NMPC,gene:proph:159028,prophage,58,PreFMT & PostFMT Only
NMPC,gene:proph:163837,prophage,58,PreFMT & PostFMT Only
QNRS,gene:plasmid:24949,likely IS/TE,58,PreFMT & PostFMT Only
SILC,gene:plasmid:153906,plasmid,58,PreFMT & PostFMT Only
SILC,gene:plasmid:155964,plasmid,58,PreFMT & PostFMT Only
SITABCD,gene:plasmid:16046,plasmid,58,PreFMT & PostFMT Only
SULIII,gene:plasmid:117750,plasmid,58,PreFMT & PostFMT Only
SULIII,gene:plasmid:117769,plasmid,58,PreFMT & PostFMT Only
SULIII,gene:plasmid:117835,plasmid,58,PreFMT & PostFMT Only
ZNTR,gene:plasmid:151260,plasmid,33,PreFMT, Donor & PostFMT
CFX,gene:plasmid:141426,plasmid,41,PreFMT, Donor & PostFMT
CFX,gene:plasmid:141426,plasmid,43,PreFMT, Donor & PostFMT
CFX,gene:plasmid:141426,plasmid,51,PreFMT, Donor & PostFMT
FECD,gene:plasmid:156052,plasmid,55,PreFMT, Donor & PostFMT
CFX,gene:plasmid:141426,plasmid,58,PreFMT, Donor & PostFMT
